id,observed_on,time_observed_at,latitude,longitude,scientific_name,common_name
205305318,3/30/2024,2024-03-30 13:02:00 UTC,36.59229384,-76.48762506,Pandion haliaetus carolinensis,American Osprey
205740053,3/30/2024,2024-03-31 02:12:09 UTC,39.22688333,-123.7648917,Pandion haliaetus carolinensis,American Osprey
229339625,3/30/2024,2024-03-30 13:01:00 UTC,39.19825373,-77.1003444,Pandion haliaetus carolinensis,American Osprey
204824831,3/31/2024,2024-03-31 22:20:52 UTC,38.0850711,-78.4445875,Pandion haliaetus carolinensis,American Osprey
204863630,3/31/2024,2024-03-31 16:22:25 UTC,17.12786692,-96.73424531,Pandion haliaetus carolinensis,American Osprey
229361527,3/31/2024,2024-03-31 14:19:00 UTC,39.19838676,-77.10051606,Pandion haliaetus carolinensis,American Osprey
229361537,3/31/2024,2024-03-31 14:37:00 UTC,39.19838676,-77.10051606,Pandion haliaetus carolinensis,American Osprey
205147002,4/2/2024,2024-04-02 17:10:00 UTC,38.61433033,-121.3038576,Pandion haliaetus carolinensis,American Osprey
205171301,4/2/2024,2024-04-03 00:41:30 UTC,41.5050077,-109.4455142,Pandion haliaetus carolinensis,American Osprey
205191555,4/2/2024,2024-04-02 15:56:27 UTC,39.53978006,-79.29684175,Pandion haliaetus carolinensis,American Osprey
205191928,4/2/2024,2024-04-02 19:41:05 UTC,39.5728571,-79.25962714,Pandion haliaetus carolinensis,American Osprey
213803911,4/2/2024,2024-04-02 17:32:00 UTC,39.70209015,-78.65351753,Pandion haliaetus carolinensis,American Osprey
205287656,4/3/2024,2024-04-03 14:07:24 UTC,25.86833287,-100.1594212,Pandion haliaetus carolinensis,American Osprey
205342076,4/3/2024,2024-04-03 19:57:00 UTC,29.3167875,-94.76291639,Pandion haliaetus carolinensis,American Osprey
205762139,4/3/2024,2024-04-03 14:44:00 UTC,21.26608063,-97.45442439,Pandion haliaetus carolinensis,American Osprey
206012614,4/3/2024,2024-04-03 23:18:09 UTC,11.91955642,-85.91676861,Pandion haliaetus carolinensis,American Osprey
205454092,4/4/2024,2024-04-04 18:56:49 UTC,36.52427511,-82.10679498,Pandion haliaetus carolinensis,American Osprey
205457421,4/4/2024,2024-04-04 22:14:00 UTC,38.79220841,-75.09364269,Pandion haliaetus carolinensis,American Osprey
205464650,4/4/2024,2024-04-04 17:07:28 UTC,45.16617429,-113.8864554,Pandion haliaetus carolinensis,American Osprey
205608102,4/4/2024,2024-04-04 21:31:00 UTC,12.09348331,-85.98730932,Pandion haliaetus carolinensis,American Osprey
